アリティアの王子 マルス
タリスの王女 シーダ
アリティアの盾 ドーガ
同盟軍の弓騎士 ゴードン
タリスの傭兵 オグマ
タリスの義勇兵 バーツ
紅の剣士 ナバール
慈愛の聖女 レナ
辺境の盗賊 ジュリアン
天真爛漫な司祭 マリア
大陸一の弓騎士 ジョルジュ（エ...
変幻自在 チェイニー
イーリス聖王国の王子 クロム
マルスを名乗る剣士 ルキナ
ロザンヌの侯爵 ヴィオール
紅瞳の猛牛 ソワレ
碧眼の黒豹 ソール
物陰の闇使い サーリャ
笑顔のソーサラー ヘンリー
飛翔せし漆黒の翼 ジェローム
力を封印せし者 ウード
憧れを追う刃 セレナ
追憶の神竜族 チキ
秘密の行商人 アンナ
白夜王国の王子 カムイ(男)
泉の歌姫 アクア
誠忠なるくノ一 カゲロウ
おっとり弓聖 セツナ
毒舌山伏 アサマ
白夜の風雲児 ヒナタ
艶やかな陰陽師 オロチ
孤高なる炎 リンカ
若き陰陽師 ツクヨミ
金色の妖 ニシキ
白き神竜姫 カンナ(女)
なりたて金鵄武者 エマ
暗夜王国の王女 カムイ(女)
水面の歌姫 アクア
愛を知らぬ刃 ベルカ
加虐性癖 ゼロ
剛腕粉砕 エルフィ
ミスター・ハードラック ハロルド
幼躯に秘めた闇 ニュクス
二つの顔の狂戦士 シャーロッテ
歩く伝説 ブノワ
天邪鬼な餓狼 フランネル
黒き神竜王子 カンナ(男)
闇陰の教導者 シェイド
傭兵団の青年 アイク
傭兵団の副長 ティアマト
傭兵三兄弟の長男 オスカー
傭兵三兄弟の次男 ボーレ
傭兵三兄弟の末弟 ヨファ
空腹の賢者 イレース
誇り高き戦猫 レテ
灼熱の騎士魂 ケビン
閃刃の剣豪 ツイハーク
魔陰の教鞭 シェイド
今日からファルコン エマ
蒼炎の末裔 パリス
暗黒の陰陽師 マークス
妖艶な婆娑羅 カミラ
働き者の娘 モズメ
父を超える槍 シノノメ
天性の狩人 キサラギ
しっかり者の薬師 ミドリコ
昇雷の龍騎 リョウマ
紅のメイド ヒノカ
王道を進む聖騎士 ジークベルト
才能を秘めた執事 ディーア
じゃじゃ馬を駆る聖騎士 ゾフィー
飛閃の勇鶴 ユズ
夢見る女子高生 織部 つばさ
チョイ役エキストラ 赤城 斗馬
レンチンアイドル♪ 源 まもり
心に刃を持つ男 剣 弥代
幻影のウタロイド チキ
勇者の末裔 マルス
気高き姉王女 ユミナ
聡明な弟王子 ユベロ
必殺の剣の使い手 サムトー
オレルアンの王弟 ハーディン
鶴紋の武人 ユズ
紫電の射手 ユズ
ノーマル系男子 蒼井 樹
カリスマシンガー 黒乃 霧亜
野望の若手女優 弓弦 エレオノーラ
未来から来た剣士 ルキナ
記憶をなくした軍師 ルフレ(男)
西王の後継者 ロンクー
空翔ける天才少女 ティアモ
成長した村人 ドニ
気高き血統 ブレディ
大人しい子供 ンン
たまには闇天馬 エマ
闇道の誘い手 シェイド
フェレ家の公子 ロイ
オスティアの公女 リリーナ
深き絆の矢 ウォルト
オスティアの壁 ボールス
ベルンの聖女 エレン
ディーク傭兵団の隊長 ディーク
リキアの山猫 チャド
気ままなリトルレディ クラリーネ
復讐の剣士 ルトガー
草原の牝鹿 スー
流浪の女剣士 フィル
銀の貴公子 クレイン
騎士軍将 パーシバル
魔道軍将 セシリア
微笑む颶風 ランド
銀の髪の乙女 ミカヤ
義賊の少年 サザ
射貫く怒りの弓 レオナルド
信心深き司祭 ローラ
信念の闘士 ブラッド
寡黙な牙 オルグ
解放軍の首領 トパック
射干玉の娘 ビーゼ
黒疾風 ハール
魅惑の女盗賊 ヘザー
幼き皇帝 サナキ
武者修行の剣士 ワユ
気分屋の戦猫 リィレ
クリミアの副宰相 ユリシーズ
ついにドラゴン！ エマ
シアルフィの公子 シグルド
レンスターの王子 キュアン
ノディオンの王子 エルトシャン
決死の紅刃 ノイッシュ
護身の翠刃 アレク
優しき煌炎 アゼル
光芒の聖姫 エーディン
イザークの王女 アイラ
叛心の勇弓 ジャムカ
月光剣の使い手 ホリン
ノディオンの王女 ラケシス
放浪の吟遊詩人 レヴィン
エッダの司祭 クロード
奔放な雷娘 ティルテュ
またまたファルコン！ エマ
暗夜の騎士 マークス
えいってしちゃうの！ ピエリ
ナイト・オブ・バッドラック ハロルド
涼やかな烈風 スズカゼ
多彩な手管 シャーロッテ
亡国の修羅忍 アシュラ
料理上手な娘 モズメ
美装の執事 フォレオ
青空の散歩者 シグレ
グッドラック・キッド ルッツ
まっすぐな心 ミドリコ
重戦士の鑑 イグニス
暗夜の王妃 シェンメイ
魔に魅入られし王子 タクミ
ミッドナイト・ウィッチ シェイド
フェレ侯公子 エリウッド
オスティア侯弟 ヘクトル
草原の剣士 リン
真紅の盾 ケント
青碧の槍 セイン
草原の若き狼 ラス
義の盗賊 マシュー
オスティアの鎧将 オズイン
サカ一を目指す剣豪 ギィ
深窓の戦乙女 プリシラ
「山の隠者」の後継者 カナス
悪を断つ黒刃 ロイド
荒々しき狂犬 ライナス
創られし命 リムステラ
誉れなき常勝騎 ランド
白夜の侍 リョウマ
呉服屋の娘 オボロ
大空の完璧主義者 ツバキ
灼血の闘士 リンカ
眷属となった赤竜 クリムゾン（...
風の長 フウガ
白夜の軍師 ユキムラ
野生の弓術 キサラギ
不機嫌な目覚め ミタマ
静かなる刀心 ヒサメ
父譲りの執事魂 ディーア
はぎとっちゃうわよ！ ゾフィー
白夜王国の女王 ミコト
秘城の守護竜 リリス
鶴丸の魔戦士 ユズ
聖痕を持つ王子 クロム
飛び跳ね花嫁 リズ
紅槍の重騎士 ソワレ
碧剣の重騎士 ソール
聖王のライバル ヴェイク
果て無き探究心 ミリエル
親孝行な少年賢者 リヒト
幼き竜人少女 ノノ
銀髪の魔少年 ヘンリー
教団最強の使徒 ？？？
完全無欠の鉄仮面 ジェローム
豹変する狙撃手 ノワール
イーリス聖王国の光 エメリナ
狂気の暗愚王 ギャンレル
血道を拓く紫刃 ユズ
グランベルの皇子 セリス
グランベルの皇女 ユリア
地を駆ける流星 スカサハ
剣姫の娘 ラクチェ
恵愛の聖姫 ラナ
誓いの勇矢 レスター
妹を捜す傭兵騎士 トリスタン
魔法戦士の血筋 アーサー
フィンに育てられた聖騎士 ジャンヌ
イザークの王子 シャナン
若き黒騎士 アレス
燦然たる賢者 セティ
国を憂う幼心 コープル
トラキアの盾 ハンニバル
レッスン・インザスカイ シェイド
ラムの村の少年 アルム
ソフィアの神官戦士 セリカ
秘めた魔力の微笑み クリフ
穏やかな皮肉屋 ルカ
聖なる巡礼者 シルク
王国一の騎士 クレーベ
甘え上手な聖女 ジェニー
伝説の女騎士 マチルダ
漂着の姉天馬 パオラ
漂着の天馬騎士 カチュア
漂着の妹天馬 エスト
砂漠の北の狼 ディーン
砂漠の南の妖女 ソニア
そそっかしい村娘 ティータ
貴き血統への誇り フェルナン
蘇りし竜 ドラゴンゾンビ
勇気の少年 アル
世界一の騎士 ガント
西方の女神 エキドナ
真実を見る者 エルフィン
ベルンの王女 ギネヴィア
ナバタの守護神 イグレーヌ
大軍将 ダグラス
良き友 ライ
悠久の旅人 ナーシル
大空の覇者 ティバーン
闇に舞う翼 ネサラ
地に在る白翼 ラフィエル
強き正の心 ミスト
囚われの雷魔道士 イレース
レンスターを継ぐ者 リーフ
ノディオンの姫 ナンナ
レンスターの騎士 フィン
激情の戦斧 オーシン
紫竜山の娘 タニア
平和への挺身 サフィ
悪名高き小悪党 リフィス
噂の絶えない漢 フェルグス
天馬を駆る少女 カリン
マギ団の剣 マチュア
フリージの魔道士 オルエン
フィアナの剣士 マリータ
蒼き天空の勇者 ディーン(ユグドラル)
光を秘めし闇 サラ
トラキアの姫将軍 アルテナ
礼儀正しき剛剣執事 バルジャン
約束の雷神刀 シノノメ
憧れの風神弓 キサラギ
完璧なる飛射 マトイ
時を超える運命 シャラ
古き神々の末裔 イザナ
決意のジークフリート ジークベルト
祈りのブリュンヒルデ フォレオ
妄想と闘う弓騎士 エポニーヌ
危機に咲く笑顔 ソレイユ
狂える透魔竜 ハイドラ
ヴァイス・ブレイヴの剣士 アル...
ヴァイス・ブレイヴの槍使い シャロン
突貫する金斧 アンナ
目指せレディ・ロード！ アリス
ルネスの王女 エイリーク
ルネスの王子 エフラム
気丈な緑翼 ヴァネッサ
受け継がれし豪腕 ロス
甦る豪腕 ガルシア
癒しの聖司祭 ナターシャ
賭け事好きの傭兵 ヨシュア
献身の重緑騎 カイル
裕心の聖赤騎 フォルデ
豪傑戦士 ドズラ
黙する知の湧水 サレフ
豪商盗賊 レナック
天馬騎士団第３部隊長 シレーネ
蛇髪の邪鬼 ゴーゴン
高飛車お嬢様 クレア
規律と忠節の副官 フォルス
斜に構えた鋭矢 パイソン
精霊の声を聞く者 リュート
クールな？少年賢者 ボーイ
東風の旋剣 カムイ
心は乙女 レオ
揺らめく愛の記憶 リネア
アイトリス国の王子 シオン
アイトリス国の王女 リアン
完膚なき露払い フレデリク
誠道の侍王 リョウマ
覇道の騎士王 マークス
遍く平和への祈り シーダ
マルスを慕う竜姫 チキ
闇に囚われし王子 ダリオス
メダリオンの守り手 エルナ
三国一のぐうたら男 マカロフ
白の王子 リュシオン
不動の四駿 タウロニオ
名将ランビーガの娘 フリーダ
麗しき歌姫 リアーネ（エラッタ...
帝国中央軍総司令官 ゼルギウス
炎槍の駿将 プラハ
魔剣の闇将 ベウフォレス
神槍の猛将 ブライス
狂竜に堕とされた王子 ラジャイオン
正の女神 アスタルテ
女神の巡礼僧 セフェラン
魔断の星剣 ニーヴ
空舞う花の乙女 スミア
フェリアの西王 バジーリオ
フェリアの東王 フラヴィア
強者を求める蒼炎 パリス
修羅道を往く剣聖 レンハ
覇王の軍師 エクセライ
異形の兵将 屍兵将
未来のノディオン王 エルトシャン
悲劇を越えし騎士 オイフェ
元気な解放の翼 フェミナ
風と雷の魔法戦士 アミッド
悲憤の雷姫 リンダ（ユグドラル）
業火の姉魔道士 ヴァンパ
烈風の女魔道士 フェトラ
