白夜王国の王子 カムイ(男)
暗夜王国の王女 カムイ(女)
アリティアの王子 マルス
マルスを名乗る剣士 ルキナ
正義を貫く王子 クロム
忠義の古強者 ジェイガン
癒やしの勇者 リフ
マケドニアの王女 ミネルバ
恋心を秘めた騎士 ティアモ
物陰の闇使い サーリャ
追憶の神竜族 チキ
亡国の王子 マルス
雌伏の王子 マルス
聖王の血を引く者 ルキナ
謎多き戦術師 ルフレ(男)
傭兵団の青年 アイク
白夜王国の王女 カムイ(女)
竜姫のお目付役 バヌトゥ
気高き獣戦士 ベルベット
白夜の第一王女 ヒノカ
白夜の妹王女 サクラ
暗夜王国の王女 カムイ(女)
水面の歌姫 アクア
暁を目指す王子 カムイ(男)
黄昏を進みし王女 カムイ(女)
猛き白夜の姫 ヒノカ
ノーマル系男子 蒼井 樹
夢見る女子高生 織部 つばさ
タナスの領主 オリヴァー
四駿最強の将 漆黒の騎士
傭兵団の青年 アイク
暗夜の第一王女 カミラ
暗夜の妹姫 エリーゼ
ドジっ娘メイド フェリシア
夢見る女子高生 織部 つばさ
暗夜の第一王女 カミラ
白夜の妹王女 サクラ
暗夜の妹姫 エリーゼ
亡国の王女 エリンシア
孤影の軍師 セネリオ
泉の歌姫 アクア
水面の歌姫 アクア（フレーバー...
清廉なる歌姫 アクア
フェレ家の公子 ロイ
銀の髪の乙女 ミカヤ
妹想いの騎士 マチス
智の深淵に挑む者 ミリエル
夢見る女子高生 織部 つばさ
疾き翼の白騎士 カチュア
ノーマル系男子 蒼井 樹
迷いの刃 セレナ
同盟軍の王子 マルス
ファルシオンを継ぐ姫 ルキナ
秘めし芸能の炎 蒼井 樹
グランベルの聖騎士 シグルド
暗夜最強の騎士 マークス
フェレ家の官吏 マリナス
神秘の胃袋 イレース
不屈の魔道使い トパック
オスティアの公女 リリーナ
銀の髪の乙女 ミカヤ
隠れ里の予言者 ソフィーヤ
白夜王国の王女 カムイ(女)
暗夜王国の王子 カムイ(男)
がんばり屋のメイド フェリシア
気配り上手なメイド フローラ
フェレ軍のリーダー ロイ
オスティアの姫 リリーナ
暁の団の少女 ミカヤ
フェレ侯公子 エリウッド
白夜一の剣豪 リョウマ
固い！強い！おそい！ アーダン
ウェディング・ベル シャーロッテ
精霊の森の少女 ディアドラ
イザークの王女 アイラ
闇魔法の天才 レオン
癒しの氷妹 フェリシア
グランベルの英雄 シグルド
無双の流星 アイラ
若きノディオン王 エルトシャン
聖痕を持つ王子 クロム
グランベルの皇子 セリス
生きた伝説 アトス
お洒落好きな槍聖 オボロ
オスティア侯弟 ヘクトル
「牙」の見習い ニノ
風神の継承者 タクミ
慈しみの妹 サクラ
草原の剣士 リン
火の如き王女 ヒノカ
妖艶な花 カミラ
赤の騎士 カイン
緑の騎士 アベル
白夜王家の長子 リョウマ
暗夜王族の長子 マークス
ロルカ族の娘 リン
慈しみの妹 サクラ
可憐な妹 エリーゼ
ラムの村の少年 アルム
ソフィアの神官戦士 セリカ
キャラバンの踊り子 オリヴィエ
光を導く者 レヴィン
国亡き忠騎 セルジュ
グランベルの皇女 ユリア
タリスの王女 シーダ
義賊の少年 サザ
ラムの村の少年 アルム
ソフィアの神官戦士 セリカ
自警団を率いる王子 クロム
アスク王国の王子 アルフォンス
アスク王国の王女 シャロン
夢見る想い エフィ
雷斧の竜将 グローメル
ラムの村の少年 アルム
ソフィアの神官戦士 セリカ
その力、一個師団級 ジェミー
傭兵団の妹 ミスト
ヴァイス・ブレイヴの戦士 アンナ
解放軍のニューリーダー アルム
ミラの神殿を目指す姫 セリカ
ルネスの王女 エイリーク
ルネスの王子 エフラム
ホラふき剣士 シャナム
白き木馬の砲手 カムイ(男)
レンスターの騎士 フィン
フィアナの剣士 マリータ
暴かれた楽園 エポニーヌ
竜角の王女 カムイ(女)
ラムの村の少年 アルム
平和を守る王子 アルフォンス
気高き願いの王女 エイリーク
猛き誓いの王子 エフラム
噂の女剣士 マリカ
リゲルの英雄 マイセン
ルネスの王子 エフラム
アイトリス国の王女 リアン
聖王の半身 ルフレ(女)
風神の継承者 タクミ
森の村の火の玉娘 デューテ
白夜王国の王女 カムイ(女)
アスク王国の王女 シャロン
優しき決意の王女 エイリーク
神竜族の王女 チキ
おてんばマムクート ノノ
ニフルの王女 フィヨルム
ムスペルの王女 レーヴァテイン
封印されし女神 ユンヌ
幼竜を救った傭兵 グレゴ
傭兵団の知恵者 セネリオ
兄を慕う姫 ラケシス
王血を引く黒騎士 アレス
神竜族の王女 チキ
勇戦の将軍 アイク
絶望に抗う王女 ルキナ
輝く大地の王子 カムイ(男)
草原の弓姫 リン
三千回目の夏休み チキ
長き旅の始まり マルス
聖王の半身 ルフレ(女)
暗夜最強の騎士 マークス
武者修行の剣士 ワユ
明るく元気な槍姫 シャロン
恩返しの氷姫 フィヨルム
絆の戦姫 ルキナ
砕けぬ氷結の意思 フィヨルム
斬り裂く灼熱の刃 レーヴァテイン
アリティアの英雄王子 マルス
レンスターの光 リーフ
春色の聖王女 ルキナ
白と黒の狭間で カムイ(女)
自警団の軍師 ルフレ(男)
練磨の雷剣 リョウマ
傭兵団長の息子 アイク
放浪の魔道少女 イレース
慈愛の神官 セリカ
卓越した戦術師 ルフレ(男)
白き闇のプリンセス カムイ（女）
フェレ家を継ぐ者 ロイ
旅立ちの刻 セリカ
癒やしの剣豪 リフ
銀天に咲く愛花 カミラ
長き旅の始まり マルス
タリスの翔姫 シーダ
訓導の暗黒剣 マークス
トラキアで育った王女 アルテナ
幼なじみの公女 リリーナ
絶望に抗う王女 ルキナ
光亡き荒野の王女 カムイ(女)
アリティアの緑騎 アベル
アリティアの赤騎 カイン
同盟軍の指揮官 マルス
昏き闇のプリンス カムイ(男)
英雄王となる者 マルス
聖痕を持つ王女 ルキナ
フェレ領主 エリウッド
一途な恋の弓 エフィ
フェレ家を継ぐ者 ロイ
リグレ家の小公女 クラリーネ
旅立ちの刻 セリカ
ベグニオン帝国第37代皇帝 サナキ
風に揺れる想い リン
聖痕を持つ王女 ルキナ
若き炎の指揮官 ロイ
アドラステアの皇女 エーデルガルト
ファーガスの王子 ディミトリ
レスター盟主の嫡子 クロード(フ...
精霊の森の巫女 ディアドラ
士官学校の新任教師 ベレト
黒鷲の学級の級長 エーデルガルト
青獅子の学級の級長 ディミトリ
金鹿の学級の級長 クロード(フォドラ)
献身の白翼姫 シーダ
双聖の勇王 エフラム
長き眠りからの目醒め チキ
白夜の姫君 サクラ
愛情深き竜王女 カミラ
「印」を持つ魔道士 セネリオ
暗夜のプリンセス エリーゼ
士官学校の新任教師 ベレト
黒鷲の学級の級長 エーデルガルト
士官学校の新任教師 ベレト
士官学校の新任教師 ベレス
光の血を継ぐ者 セリス
舞踊対抗戦の覇者 エーデルガルト
開花する騎才 アメリア
士官学校の新任教師 ベレト
物陰より呪いをこめて サーリャ
熱き翼の鷹王 ティバーン
未来のアスクを担う者 アルフォンス
夢に現れし童女 ソティス
士官学校の新任教師 ベレス
士官学校の新任教師 ベレト
戦術の教師 ベレト
戦法の教師 ベレス
二つの故郷を持つ王子 カムイ(男)
デインを救う乙女 ミカヤ
大修道院の行商人 アンナ
兄想いの姫騎士 ラケシス
不動の重騎士 アーダン
フレスベルグの末裔 エーデルガルト
英雄王となる者 マルス
祖国を護る弓王子 タクミ
神秘の力を持つ童女 ソティス
士官学校の新任教師 ベレス
フレスベルグの末裔 エーデルガルト
陰を秘めた青槍 ディミトリ
策を秘めた金弓 クロード（フォドラ）
大司教補佐の妹 フレン
ブレーダッドの嗣子 ディミトリ
リーガンの後継者 クロード（フ...
夏色の乙女 ミカヤ
才色兼備のメイド フローラ
武士道を重んじる騎士 リョウマ
騎士道を生きる侍 マークス
「黒い牙」の娘 ニノ
若き傭兵の剣士 ベレス
フレスベルグの末裔 エーデルガルト
暗剣を振るう教師 ベレス
灼鎧の皇帝 エーデルガルト
炎の紋章を継ぐ者 マルス
大修道院の教師　ベレト
アルフの妖精 ピアニー
スヴァルトアルフの妖精 スカビオサ
浜辺に咲く華 リリーナ
平穏を告げる衛兵 門番
ブレーダッドの嗣子 ディミトリ
リーガンの後継者 クロード（フ...
天馬騎士団第五部隊長 フィオーラ
ムスペルの王女 レーヴァテイン
誇り高き貴族の末裔 コンスタンツェ
地下街の守護者 ユーリス
紋章の盾の継承者 マルス
従者姿の女教師 ベレス
絶望の未来からきた王女 ルキナ
二つの故郷を持つ王女 カムイ（女）
キアランの公女 リン
光の血を継ぐ者 セリス
秘めたる踊りの才能 クロード（...
青き獅子王の末裔 ディミトリ
未来に向かってレッツゴー！ エマ
